time_sec,wall_distance,desired_distance,error,ransac_slope,ransac_intercept,wall_angle_rad,Kp,Kd,steering_angle_rad,velocity,forward_distance,corner_urgency,num_wall_points
1772931445.350937,0.5486,0.5000,0.0486,0.0313,0.5489,0.0313,2.00,0.80,-0.0469,1.00,1.3990,0.5482,500
1772931445.379258,0.5450,0.5000,0.0450,0.0347,0.5453,0.0347,2.00,0.80,-0.0479,1.00,1.4040,0.5459,500
1772931445.401507,0.5461,0.5000,0.0461,0.0339,0.5464,0.0339,2.00,0.80,-0.0471,1.00,1.4040,0.5459,500
1772931445.425574,0.5479,0.5000,0.0479,0.0324,0.5482,0.0324,2.00,0.80,-0.0436,1.00,1.4150,0.5408,500
1772931445.452126,0.5449,0.5000,0.0449,0.0360,0.5453,0.0360,2.00,0.80,-0.0441,1.00,1.4190,0.5390,500
1772931445.477134,0.5425,0.5000,0.0425,0.0382,0.5429,0.0382,2.00,0.80,-0.0453,1.00,1.4200,0.5385,500
1772931445.502160,0.5441,0.5000,0.0441,0.0369,0.5444,0.0369,2.00,0.80,-0.0463,1.00,1.4110,0.5427,500
1772931445.527223,0.5428,0.5000,0.0428,0.0373,0.5431,0.0373,2.00,0.80,-0.0469,1.00,1.4130,0.5418,500
1772931445.552957,0.5456,0.5000,0.0456,0.0355,0.5459,0.0355,2.00,0.80,-0.0448,1.00,1.4140,0.5413,500
1772931445.579302,0.5452,0.5000,0.0452,0.0354,0.5456,0.0354,2.00,0.80,-0.0449,1.00,1.4150,0.5408,500
1772931445.605330,0.5464,0.5000,0.0464,0.0352,0.5467,0.0352,2.00,0.80,-0.0414,1.00,1.4260,0.5357,500
1772931445.626842,0.5421,0.5000,0.0421,0.0380,0.5425,0.0380,2.00,0.80,-0.0477,1.00,1.4110,0.5427,500
1772931445.652543,0.5464,0.5000,0.0464,0.0350,0.5467,0.0350,2.00,0.80,-0.0433,1.00,1.4180,0.5394,500
1772931445.677228,0.5485,0.5000,0.0485,0.0346,0.5488,0.0346,2.00,0.80,-0.0411,1.00,1.4200,0.5385,500
1772931445.702290,0.5466,0.5000,0.0466,0.0377,0.5470,0.0377,2.00,0.80,-0.0412,1.00,1.4220,0.5376,500
1772931445.728507,0.5456,0.5000,0.0456,0.0389,0.5460,0.0389,2.00,0.80,-0.0403,1.00,1.4280,0.5348,500
1772931445.752851,0.5472,0.5000,0.0472,0.0378,0.5476,0.0378,2.00,0.80,-0.0429,1.00,1.4120,0.5422,500
1772931445.776235,0.5449,0.5000,0.0449,0.0400,0.5453,0.0400,2.00,0.80,-0.0433,1.00,1.4160,0.5404,500
1772931445.803243,0.5486,0.5000,0.0486,0.0375,0.5490,0.0375,2.00,0.80,-0.0388,1.00,1.4250,0.5362,500
1772931445.827477,0.5453,0.5000,0.0453,0.0417,0.5458,0.0417,2.00,0.80,-0.0384,1.00,1.4330,0.5324,500
1772931445.856001,0.5451,0.5000,0.0451,0.0430,0.5456,0.0430,2.00,0.80,-0.0381,1.00,1.4330,0.5324,500
1772931445.877484,0.5456,0.5000,0.0456,0.0435,0.5461,0.0435,2.00,0.80,-0.0382,1.00,1.4300,0.5339,500
1772931445.901889,0.5475,0.5000,0.0475,0.0418,0.5480,0.0418,2.00,0.80,-0.0349,1.00,1.4390,0.5296,500
1772931445.928809,0.5457,0.5000,0.0457,0.0421,0.5461,0.0421,2.00,0.80,-0.0382,1.00,1.4320,0.5329,500
1772931445.954769,0.5469,0.5000,0.0469,0.0406,0.5474,0.0406,2.00,0.80,-0.0375,1.00,1.4320,0.5329,500
1772931445.978165,0.5461,0.5000,0.0461,0.0402,0.5465,0.0402,2.00,0.80,-0.0405,1.00,1.4230,0.5371,500
1772931446.004202,0.5464,0.5000,0.0464,0.0392,0.5469,0.0392,2.00,0.80,-0.0385,1.00,1.4320,0.5329,500
1772931446.027719,0.5453,0.5000,0.0453,0.0392,0.5458,0.0391,2.00,0.80,-0.0432,1.00,1.4160,0.5404,500
1772931446.052551,0.5467,0.5000,0.0467,0.0375,0.5471,0.0374,2.00,0.80,-0.0419,1.00,1.4190,0.5390,500
1772931446.078366,0.5488,0.5000,0.0488,0.0361,0.5491,0.0361,2.00,0.80,-0.0407,1.00,1.4180,0.5394,500
1772931446.103707,0.5457,0.5000,0.0457,0.0377,0.5461,0.0377,2.00,0.80,-0.0439,1.00,1.4140,0.5413,500
1772931446.131809,0.5464,0.5000,0.0464,0.0348,0.5468,0.0348,2.00,0.80,-0.0433,1.00,1.4180,0.5394,500
1772931446.152825,0.5428,0.5000,0.0428,0.0362,0.5431,0.0362,2.00,0.80,-0.0493,1.00,1.4040,0.5459,500
1772931446.178268,0.5458,0.5000,0.0458,0.0329,0.5461,0.0329,2.00,0.80,-0.0469,1.00,1.4080,0.5441,500
1772931446.203617,0.5365,0.5000,0.0365,0.0406,0.5369,0.0406,2.00,0.80,-0.0541,1.00,1.4010,0.5473,500
1772931446.228981,0.5454,0.5000,0.0454,0.0325,0.5457,0.0325,2.00,0.80,-0.0469,1.00,1.4100,0.5431,500
1772931446.256027,0.5409,0.5000,0.0409,0.0365,0.5412,0.0365,2.00,0.80,-0.0512,1.00,1.4030,0.5464,500
1772931446.280180,0.5441,0.5000,0.0441,0.0338,0.5444,0.0338,2.00,0.80,-0.0512,1.00,1.3940,0.5505,500
1772931446.303708,0.5438,0.5000,0.0438,0.0337,0.5441,0.0337,2.00,0.80,-0.0493,1.00,1.4040,0.5459,500
1772931446.329568,0.5434,0.5000,0.0434,0.0345,0.5437,0.0345,2.00,0.80,-0.0521,1.00,1.3920,0.5514,500
1772931446.355771,0.5386,0.5000,0.0386,0.0385,0.5390,0.0385,2.00,0.80,-0.0553,1.00,1.3900,0.5523,500
1772931446.380244,0.5436,0.5000,0.0436,0.0354,0.5440,0.0353,2.00,0.80,-0.0486,1.00,1.4050,0.5454,500
1772931446.406456,0.5438,0.5000,0.0438,0.0374,0.5442,0.0374,2.00,0.80,-0.0466,1.00,1.4100,0.5431,500
1772931446.429304,0.5434,0.5000,0.0434,0.0400,0.5439,0.0400,2.00,0.80,-0.0440,1.00,1.4190,0.5390,500
1772931446.453259,0.5435,0.5000,0.0435,0.0415,0.5440,0.0415,2.00,0.80,-0.0436,1.00,1.4180,0.5394,500
1772931446.477608,0.5418,0.5000,0.0418,0.0437,0.5423,0.0437,2.00,0.80,-0.0414,1.00,1.4310,0.5334,500
1772931446.503736,0.5437,0.5000,0.0437,0.0429,0.5442,0.0429,2.00,0.80,-0.0418,1.00,1.4230,0.5371,500
1772931446.528676,0.5438,0.5000,0.0438,0.0442,0.5443,0.0442,2.00,0.80,-0.0385,1.00,1.4350,0.5315,500
1772931446.552139,0.5460,0.5000,0.0460,0.0442,0.5465,0.0442,2.00,0.80,-0.0350,1.00,1.4410,0.5287,500
1772931446.579057,0.5469,0.5000,0.0469,0.0448,0.5475,0.0448,2.00,0.80,-0.0323,1.00,1.4480,0.5254,500
1772931446.606023,0.5469,0.5000,0.0469,0.0448,0.5475,0.0447,2.00,0.80,-0.0321,1.00,1.4490,0.5249,500
1772931446.632289,0.5474,0.5000,0.0474,0.0442,0.5479,0.0442,2.00,0.80,-0.0298,1.00,1.4580,0.5206,500
1772931446.656291,0.5469,0.5000,0.0469,0.0446,0.5474,0.0445,2.00,0.80,-0.0325,1.00,1.4480,0.5254,500
1772931446.678566,0.5464,0.5000,0.0464,0.0456,0.5470,0.0456,2.00,0.80,-0.0315,1.00,1.4520,0.5235,500
1772931446.708289,0.5470,0.5000,0.0470,0.0440,0.5476,0.0440,2.00,0.80,-0.0320,1.00,1.4500,0.5244,500
1772931446.729571,0.5442,0.5000,0.0442,0.0448,0.5447,0.0448,2.00,0.80,-0.0353,1.00,1.4460,0.5263,500
1772931446.756764,0.5483,0.5000,0.0483,0.0405,0.5487,0.0404,2.00,0.80,-0.0363,1.00,1.4320,0.5329,500
1772931446.778108,0.5482,0.5000,0.0482,0.0405,0.5487,0.0404,2.00,0.80,-0.0320,1.00,1.4510,0.5239,500
1772931446.805403,0.5430,0.5000,0.0430,0.0454,0.5435,0.0453,2.00,0.80,-0.0374,1.00,1.4410,0.5287,500
1772931446.830193,0.5458,0.5000,0.0458,0.0432,0.5463,0.0432,2.00,0.80,-0.0344,1.00,1.4460,0.5263,500
1772931446.856072,0.5456,0.5000,0.0456,0.0414,0.5461,0.0413,2.00,0.80,-0.0387,1.00,1.4310,0.5334,500
1772931446.880219,0.5462,0.5000,0.0462,0.0397,0.5467,0.0397,2.00,0.80,-0.0381,1.00,1.4340,0.5320,500
1772931446.904785,0.5474,0.5000,0.0474,0.0375,0.5478,0.0375,2.00,0.80,-0.0408,1.00,1.4210,0.5381,500
1772931446.929355,0.5454,0.5000,0.0454,0.0383,0.5458,0.0383,2.00,0.80,-0.0421,1.00,1.4220,0.5376,500
1772931446.955725,0.5452,0.5000,0.0452,0.0376,0.5456,0.0376,2.00,0.80,-0.0432,1.00,1.4190,0.5390,500
1772931446.980340,0.5400,0.5000,0.0400,0.0403,0.5405,0.0403,2.00,0.80,-0.0472,1.00,1.4180,0.5394,500
1772931447.006260,0.5452,0.5000,0.0452,0.0358,0.5455,0.0358,2.00,0.80,-0.0442,1.00,1.4180,0.5394,500
1772931447.028389,0.5450,0.5000,0.0450,0.0346,0.5454,0.0346,2.00,0.80,-0.0456,1.00,1.4140,0.5413,500
1772931447.054960,0.5467,0.5000,0.0467,0.0321,0.5470,0.0321,2.00,0.80,-0.0483,1.00,1.3990,0.5482,500
1772931447.079724,0.5450,0.5000,0.0450,0.0324,0.5453,0.0324,2.00,0.80,-0.0471,1.00,1.4110,0.5427,500
1772931447.104599,0.5443,0.5000,0.0443,0.0322,0.5446,0.0322,2.00,0.80,-0.0505,1.00,1.3990,0.5482,500
1772931447.132615,0.5461,0.5000,0.0461,0.0307,0.5464,0.0307,2.00,0.80,-0.0481,1.00,1.4050,0.5454,500
1772931447.154793,0.5453,0.5000,0.0453,0.0318,0.5456,0.0318,2.00,0.80,-0.0493,1.00,1.4010,0.5473,500
1772931447.179953,0.5430,0.5000,0.0430,0.0350,0.5434,0.0350,2.00,0.80,-0.0477,1.00,1.4120,0.5422,500
1772931447.205568,0.5451,0.5000,0.0451,0.0328,0.5454,0.0328,2.00,0.80,-0.0485,1.00,1.4040,0.5459,500
1772931447.227945,0.5440,0.5000,0.0440,0.0323,0.5443,0.0323,2.00,0.80,-0.0489,1.00,1.4070,0.5445,500
1772931447.256839,0.5462,0.5000,0.0462,0.0301,0.5465,0.0301,2.00,0.80,-0.0488,1.00,1.4020,0.5468,500
1772931447.281027,0.5425,0.5000,0.0425,0.0359,0.5429,0.0359,2.00,0.80,-0.0492,1.00,1.4060,0.5450,500
1772931447.305189,0.5446,0.5000,0.0446,0.0333,0.5449,0.0333,2.00,0.80,-0.0476,1.00,1.4090,0.5436,500
1772931447.332220,0.5471,0.5000,0.0471,0.0318,0.5473,0.0318,2.00,0.80,-0.0455,1.00,1.4110,0.5427,500
1772931447.355527,0.5445,0.5000,0.0445,0.0352,0.5448,0.0351,2.00,0.80,-0.0461,1.00,1.4130,0.5418,500
1772931447.379682,0.5469,0.5000,0.0469,0.0321,0.5472,0.0321,2.00,0.80,-0.0446,1.00,1.4150,0.5408,500
1772931447.404733,0.5424,0.5000,0.0424,0.0364,0.5428,0.0364,2.00,0.80,-0.0483,1.00,1.4100,0.5431,500
1772931447.432403,0.5434,0.5000,0.0434,0.0357,0.5438,0.0357,2.00,0.80,-0.0467,1.00,1.4140,0.5413,500
1772931447.458192,0.5408,0.5000,0.0408,0.0378,0.5412,0.0378,2.00,0.80,-0.0490,1.00,1.4110,0.5427,500
1772931447.481408,0.5426,0.5000,0.0426,0.0373,0.5430,0.0373,2.00,0.80,-0.0478,1.00,1.4100,0.5431,500
1772931447.508049,0.5441,0.5000,0.0441,0.0349,0.5445,0.0349,2.00,0.80,-0.0459,1.00,1.4160,0.5404,500
1772931447.530533,0.5428,0.5000,0.0428,0.0394,0.5432,0.0394,2.00,0.80,-0.0445,1.00,1.4200,0.5385,500
1772931447.556947,0.5459,0.5000,0.0459,0.0349,0.5462,0.0349,2.00,0.80,-0.0429,1.00,1.4220,0.5376,500
1772931447.582887,0.5478,0.5000,0.0478,0.0336,0.5481,0.0335,2.00,0.80,-0.0412,1.00,1.4240,0.5367,500
1772931447.607439,0.5481,0.5000,0.0481,0.0337,0.5484,0.0336,2.00,0.80,-0.0416,1.00,1.4210,0.5381,500
1772931447.630506,0.5474,0.5000,0.0474,0.0360,0.5478,0.0360,2.00,0.80,-0.0386,1.00,1.4330,0.5324,500
1772931447.655546,0.5467,0.5000,0.0467,0.0402,0.5471,0.0402,2.00,0.80,-0.0384,1.00,1.4300,0.5339,500
1772931447.682010,0.5494,0.5000,0.0494,0.0346,0.5497,0.0346,2.00,0.80,-0.0375,1.00,1.4320,0.5329,500
1772931447.706824,0.5468,0.5000,0.0468,0.0401,0.5472,0.0401,2.00,0.80,-0.0388,1.00,1.4280,0.5348,500
1772931447.732898,0.5488,0.5000,0.0488,0.0359,0.5492,0.0359,2.00,0.80,-0.0366,1.00,1.4360,0.5310,500
1772931447.757883,0.5441,0.5000,0.0441,0.0436,0.5446,0.0435,2.00,0.80,-0.0350,1.00,1.4500,0.5244,500
1772931447.779650,0.5501,0.5000,0.0501,0.0331,0.5504,0.0331,2.00,0.80,-0.0353,1.00,1.4410,0.5287,500
1772931447.807633,0.5491,0.5000,0.0491,0.0323,0.5494,0.0323,2.00,0.80,-0.0396,1.00,1.4280,0.5348,500
1772931447.833766,0.5443,0.5000,0.0443,0.0377,0.5446,0.0377,2.00,0.80,-0.0436,1.00,1.4210,0.5381,500
1772931447.857802,0.5494,0.5000,0.0494,0.0306,0.5496,0.0306,2.00,0.80,-0.0399,1.00,1.4280,0.5348,500
1772931447.882150,0.5435,0.5000,0.0435,0.0352,0.5438,0.0351,2.00,0.80,-0.0419,1.00,1.4360,0.5310,500
1772931447.907062,0.5453,0.5000,0.0453,0.0384,0.5457,0.0384,2.00,0.80,-0.0428,1.00,1.4190,0.5390,500
1772931447.931672,0.5489,0.5000,0.0489,0.0288,0.5491,0.0288,2.00,0.80,-0.0421,1.00,1.4230,0.5371,500
1772931447.957190,0.5476,0.5000,0.0476,0.0321,0.5478,0.0321,2.00,0.80,-0.0447,1.00,1.4120,0.5422,500
1772931447.981963,0.5490,0.5000,0.0490,0.0265,0.5492,0.0265,2.00,0.80,-0.0450,1.00,1.4140,0.5413,500
1772931448.008174,0.5448,0.5000,0.0448,0.0360,0.5452,0.0360,2.00,0.80,-0.0464,1.00,1.4090,0.5436,500
1772931448.032536,0.5498,0.5000,0.0498,0.0258,0.5500,0.0258,2.00,0.80,-0.0442,1.00,1.4150,0.5408,500
1772931448.058124,0.5425,0.5000,0.0425,0.0387,0.5429,0.0386,2.00,0.80,-0.0446,1.00,1.4220,0.5376,500
1772931448.082942,0.5443,0.5000,0.0443,0.0278,0.5445,0.0278,2.00,0.80,-0.0494,1.00,1.4110,0.5427,500
1772931448.108470,0.5433,0.5000,0.0433,0.0347,0.5436,0.0347,2.00,0.80,-0.0494,1.00,1.4040,0.5459,500
1772931448.133178,0.5408,0.5000,0.0408,0.0380,0.5412,0.0380,2.00,0.80,-0.0503,1.00,1.4050,0.5454,500
1772931448.158431,0.5475,0.5000,0.0475,0.0251,0.5476,0.0251,2.00,0.80,-0.0471,1.00,1.4130,0.5418,500
1772931448.186778,0.5490,0.5000,0.0490,0.0226,0.5491,0.0226,2.00,0.80,-0.0504,1.00,1.3960,0.5495,500
1772931448.207173,0.5444,0.5000,0.0444,0.0344,0.5447,0.0344,2.00,0.80,-0.0462,1.00,1.4140,0.5413,500
1772931448.234369,0.5502,0.5000,0.0502,0.0228,0.5504,0.0228,2.00,0.80,-0.0449,1.00,1.4150,0.5408,500
1772931448.256531,0.5458,0.5000,0.0458,0.0254,0.5460,0.0254,2.00,0.80,-0.0485,1.00,1.4130,0.5418,500
1772931448.283381,0.5502,0.5000,0.0502,0.0210,0.5504,0.0210,2.00,0.80,-0.0445,1.00,1.4200,0.5385,500
1772931448.309524,0.5422,0.5000,0.0422,0.0389,0.5426,0.0388,2.00,0.80,-0.0433,1.00,1.4290,0.5343,500
1772931448.331749,0.5521,0.5000,0.0521,0.0194,0.5522,0.0194,2.00,0.80,-0.0404,1.00,1.4330,0.5324,500
1772931448.358841,0.5483,0.5000,0.0483,0.0321,0.5486,0.0321,2.00,0.80,-0.0401,1.00,1.4290,0.5343,500
1772931448.382802,0.5505,0.5000,0.0505,0.0272,0.5507,0.0272,2.00,0.80,-0.0385,1.00,1.4350,0.5315,500
1772931448.411414,0.5516,0.5000,0.0516,0.0231,0.5517,0.0231,2.00,0.80,-0.0407,1.00,1.4280,0.5348,500
1772931448.433968,0.5528,0.5000,0.0528,0.0208,0.5529,0.0208,2.00,0.80,-0.0406,1.00,1.4270,0.5353,500
1772931448.459307,0.5527,0.5000,0.0527,0.0196,0.5528,0.0196,2.00,0.80,-0.0414,1.00,1.4260,0.5357,500
1772931448.481908,0.5529,0.5000,0.0529,0.0191,0.5530,0.0190,2.00,0.80,-0.0395,1.00,1.4340,0.5320,500
1772931448.509077,0.5488,0.5000,0.0488,0.0298,0.5490,0.0298,2.00,0.80,-0.0403,1.00,1.4300,0.5339,500
1772931448.536982,0.5445,0.5000,0.0445,0.0363,0.5448,0.0362,2.00,0.80,-0.0424,1.00,1.4280,0.5348,500
1772931448.561167,0.5474,0.5000,0.0474,0.0241,0.5476,0.0241,2.00,0.80,-0.0459,1.00,1.4200,0.5385,500
1772931448.582251,0.5513,0.5000,0.0513,0.0169,0.5514,0.0169,2.00,0.80,-0.0439,1.00,1.4250,0.5362,500
1772931448.607577,0.5508,0.5000,0.0508,0.0191,0.5509,0.0191,2.00,0.80,-0.0426,1.00,1.4290,0.5343,500
1772931448.632747,0.5502,0.5000,0.0502,0.0181,0.5503,0.0181,2.00,0.80,-0.0461,1.00,1.4180,0.5394,500
1772931448.661492,0.5532,0.5000,0.0532,0.0100,0.5533,0.0100,2.00,0.80,-0.0464,1.00,1.4170,0.5399,500
1772931448.682429,0.5478,0.5000,0.0478,0.0252,0.5480,0.0252,2.00,0.80,-0.0470,1.00,1.4120,0.5422,500
1772931448.709164,0.5443,0.5000,0.0443,0.0326,0.5446,0.0326,2.00,0.80,-0.0474,1.00,1.4120,0.5422,500
1772931448.734666,0.5522,0.5000,0.0522,0.0092,0.5522,0.0092,2.00,0.80,-0.0484,1.00,1.4140,0.5413,500
1772931448.759429,0.5425,0.5000,0.0425,0.0364,0.5428,0.0364,2.00,0.80,-0.0469,1.00,1.4160,0.5404,500
1772931448.784245,0.5507,0.5000,0.0507,0.0123,0.5507,0.0123,2.00,0.80,-0.0481,1.00,1.4160,0.5404,500
1772931448.811785,0.5508,0.5000,0.0508,0.0124,0.5508,0.0124,2.00,0.80,-0.0496,1.00,1.4090,0.5436,500
1772931448.832236,0.5528,0.5000,0.0528,0.0086,0.5528,0.0086,2.00,0.80,-0.0482,1.00,1.4130,0.5418,500
1772931448.858557,0.5506,0.5000,0.0506,0.0115,0.5506,0.0115,2.00,0.80,-0.0479,1.00,1.4190,0.5390,500
1772931448.886635,0.5506,0.5000,0.0506,0.0137,0.5507,0.0137,2.00,0.80,-0.0475,1.00,1.4170,0.5399,500
1772931448.910377,0.5481,0.5000,0.0481,0.0219,0.5482,0.0219,2.00,0.80,-0.0484,1.00,1.4100,0.5431,500
1772931448.933753,0.5408,0.5000,0.0408,0.0269,0.5410,0.0269,2.00,0.80,-0.0547,1.00,1.4030,0.5464,500
1772931448.959469,0.5505,0.5000,0.0505,0.0114,0.5505,0.0114,2.00,0.80,-0.0494,1.00,1.4130,0.5418,500
1772931448.983917,0.5481,0.5000,0.0481,0.0181,0.5482,0.0181,2.00,0.80,-0.0478,1.00,1.4190,0.5390,500
1772931449.010031,0.5428,0.5000,0.0428,0.0308,0.5431,0.0308,2.00,0.80,-0.0475,1.00,1.4210,0.5381,500
1772931449.037155,0.5435,0.5000,0.0435,0.0334,0.5438,0.0333,2.00,0.80,-0.0470,1.00,1.4160,0.5404,500
1772931449.060288,0.5531,0.5000,0.0531,0.0064,0.5531,0.0064,2.00,0.80,-0.0475,1.00,1.4190,0.5390,500
1772931449.084206,0.5519,0.5000,0.0519,0.0133,0.5520,0.0133,2.00,0.80,-0.0428,1.00,1.4330,0.5324,500
